RC;SEQ;DATA RC;MATERIAL;DESCRICAO;ESPECIFICACAO;QUANTIDADE;UN;DATA DE ENTREGA;CONTRATO;FABRICANTE;PRECO;COMPRADOR;
901690;1;23/04/26;YG86130010;ADHESIVE SEALER;BETAMATE 73305GB (LATA 21,3KGS);234,3;KG;24/06/26;474868;;       123,78;  000 - Gabriela Da Silva Nogueira;
---q1w2e3r4t5
